Fichero Partido,Género Partido,Fase Partido,ID Partido,Ronda Partido,Flag Exento Partido,Torneo,Tipo Torneo
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_7,Pre Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_8,Pre Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_9,Pre Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_10,Pre Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_11,Pre Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_12,Pre Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_13,Pre Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_14,Pre Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_15,Pre Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_16,Pre Previa Ronda 1,1,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_17,Pre Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_18,Pre Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_19,Pre Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_20,Pre Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_21,Pre Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_22,Pre Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_23,Pre Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHCOR_2015_M_PRE-PREVIA_24,Pre Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_1,Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_2,Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_3,Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_4,Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_5,Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_6,Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_7,Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_8,Previa Ronda 1,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_9,Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_10,Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_11,Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHCOR_2015_M_PREVIA.TXT,M,PREVIA,CHCOR_2015_M_PREVIA_12,Previa Ronda 2,0,CHALLENGER CÓRDOBA,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_1,1/16 Final,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_2,1/16 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_3,1/16 Final,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_4,1/16 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_5,1/16 Final,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_6,1/16 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_7,1/16 Final,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_8,1/16 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_9,1/16 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_10,1/16 Final,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_11,1/16 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_12,1/16 Final,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_13,1/16 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_14,1/16 Final,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_15,1/16 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_16,1/16 Final,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_17,1/8 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_18,1/8 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_19,1/8 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_20,1/8 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_21,1/8 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_22,1/8 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_23,1/8 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_24,1/8 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_25,1/4 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_26,1/4 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_27,1/4 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_28,1/4 Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_29,Semifinal,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_30,Semifinal,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_CUADRO.TXT,M,CUADRO,CHMAD_2015_M_CUADRO_31,Final,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_1,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_2,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_3,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_4,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_5,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_6,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_7,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_8,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_9,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_10,Pre Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_11,Pre Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_12,Pre Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_13,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_14,Pre Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_15,Pre Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_16,Pre Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_17,Pre Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_18,Pre Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_19,Pre Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_20,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_21,Pre Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_22,Pre Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_23,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_24,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_25,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_26,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_27,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_28,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_29,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_30,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_31,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_32,Pre Previa Ronda 1,1,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_33,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_34,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_35,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_36,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_37,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_38,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_39,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_40,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_41,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_42,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_43,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_44,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_45,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_46,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_47,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_48,Pre Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_49,Pre Previa Ronda 3,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_50,Pre Previa Ronda 3,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_51,Pre Previa Ronda 3,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_52,Pre Previa Ronda 3,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_53,Pre Previa Ronda 3,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_54,Pre Previa Ronda 3,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_55,Pre Previa Ronda 3,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PRE-PREVIA.TXT,M,PRE-PREVIA,CHMAD_2015_M_PRE-PREVIA_56,Pre Previa Ronda 3,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_1,Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_2,Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_3,Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_4,Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_5,Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_6,Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_7,Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_8,Previa Ronda 1,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_9,Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_10,Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_11,Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHMAD_2015_M_PREVIA.TXT,M,PREVIA,CHMAD_2015_M_PREVIA_12,Previa Ronda 2,0,CHALLENGER MADRID,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_1,1/16 Final,1,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_2,1/16 Final,0,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_3,1/16 Final,1,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_4,1/16 Final,0,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_5,1/16 Final,1,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_6,1/16 Final,0,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_7,1/16 Final,1,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_8,1/16 Final,0,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_9,1/16 Final,0,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_10,1/16 Final,1,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_11,1/16 Final,0,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_12,1/16 Final,1,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_13,1/16 Final,0,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_14,1/16 Final,1,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_15,1/16 Final,0,CHALLENGER VALENCIA,CHALLENGER
WPT_FMT_CHVAL_2015_M_CUADRO.TXT,M,CUADRO,CHVAL_2015_M_CUADRO_16,1/16 Final,1,CHALLENGER VALENCIA,CHALLENGER
